"id","sid","2015-10-08 00:00:00","2015-10-08 00:10:00","2015-10-08 00:20:00","2015-10-08 00:30:00","2015-10-08 00:40:00","2015-10-08 00:50:00","2015-10-08 01:00:00","2015-10-08 01:10:00","2015-10-08 01:20:00","2015-10-08 01:30:00","2015-10-08 01:40:00","2015-10-08 01:50:00","2015-10-08 02:00:00","2015-10-08 02:10:00","2015-10-08 02:20:00","2015-10-08 02:30:00","2015-10-08 02:40:00","2015-10-08 02:50:00","2015-10-08 03:00:00","2015-10-08 03:10:00","2015-10-08 03:20:00","2015-10-08 03:30:00","2015-10-08 03:40:00","2015-10-08 03:50:00","2015-10-08 04:00:00","2015-10-08 04:10:00","2015-10-08 04:20:00","2015-10-08 04:30:00","2015-10-08 04:40:00","2015-10-08 04:50:00","2015-10-08 05:00:00","2015-10-08 05:10:00","2015-10-08 05:20:00","2015-10-08 05:30:00","2015-10-08 05:40:00","2015-10-08 05:50:00","2015-10-08 06:00:00","2015-10-08 06:10:00","2015-10-08 06:20:00","2015-10-08 06:30:00","2015-10-08 06:40:00","2015-10-08 06:50:00","2015-10-08 07:00:00","2015-10-08 07:10:00","2015-10-08 07:20:00","2015-10-08 07:30:00","2015-10-08 07:40:00","2015-10-08 07:50:00","2015-10-08 08:00:00","2015-10-08 08:10:00","2015-10-08 08:20:00","2015-10-08 08:30:00","2015-10-08 08:40:00","2015-10-08 08:50:00","2015-10-08 09:00:00","2015-10-08 09:10:00","2015-10-08 09:20:00","2015-10-08 09:30:00","2015-10-08 09:40:00","2015-10-08 09:50:00","2015-10-08 10:00:00","2015-10-08 10:10:00","2015-10-08 10:20:00","2015-10-08 10:30:00","2015-10-08 10:40:00","2015-10-08 10:50:00","2015-10-08 11:00:00","2015-10-08 11:10:00","2015-10-08 11:20:00","2015-10-08 11:30:00","2015-10-08 11:40:00","2015-10-08 11:50:00","2015-10-08 12:00:00","2015-10-08 12:10:00","2015-10-08 12:20:00","2015-10-08 12:30:00","2015-10-08 12:40:00","2015-10-08 12:50:00","2015-10-08 13:00:00","2015-10-08 13:10:00","2015-10-08 13:20:00","2015-10-08 13:30:00","2015-10-08 13:40:00","2015-10-08 13:50:00","2015-10-08 14:00:00","2015-10-08 14:10:00","2015-10-08 14:20:00","2015-10-08 14:30:00","2015-10-08 14:40:00","2015-10-08 14:50:00","2015-10-08 15:00:00","2015-10-08 15:10:00","2015-10-08 15:20:00","2015-10-08 15:30:00","2015-10-08 15:40:00","2015-10-08 15:50:00","2015-10-08 16:00:00","2015-10-08 16:10:00","2015-10-08 16:20:00","2015-10-08 16:30:00","2015-10-08 16:40:00","2015-10-08 16:50:00","2015-10-08 17:00:00","2015-10-08 17:10:00","2015-10-08 17:20:00","2015-10-08 17:30:00","2015-10-08 17:40:00","2015-10-08 17:50:00","2015-10-08 18:00:00","2015-10-08 18:10:00","2015-10-08 18:20:00","2015-10-08 18:30:00","2015-10-08 18:40:00","2015-10-08 18:50:00","2015-10-08 19:00:00","2015-10-08 19:10:00","2015-10-08 19:20:00","2015-10-08 19:30:00","2015-10-08 19:40:00","2015-10-08 19:50:00","2015-10-08 20:00:00","2015-10-08 20:10:00","2015-10-08 20:20:00","2015-10-08 20:30:00","2015-10-08 20:40:00","2015-10-08 20:50:00","2015-10-08 21:00:00","2015-10-08 21:10:00","2015-10-08 21:20:00","2015-10-08 21:30:00","2015-10-08 21:40:00","2015-10-08 21:50:00","2015-10-08 22:00:00","2015-10-08 22:10:00","2015-10-08 22:20:00","2015-10-08 22:30:00","2015-10-08 22:40:00","2015-10-08 22:50:00","2015-10-08 23:00:00","2015-10-08 23:10:00","2015-10-08 23:20:00","2015-10-08 23:30:00","2015-10-08 23:40:00","2015-10-08 23:50:00","2015-10-09 00:00:00"
"401",3132,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,4,6,9,12,14,15,17,20,23,25,28,29,31,34,34,34,34,34,34,34,34,33,33,32,32,32,34,31,30,30,30,32,31,31,34,33,32,33,34,32,31,30,27,24,24,24,27,28,26,28,28,24,23,22,22,22,22,22,20,18,14,14,11,6,0,0,0,2,0,1,0,0,0,0,0,1,2,0,0,0
"402",3134,11,16,25,27,26,24,22,24,22,23,22,22,22,22,22,25,25,24,22,23,23,24,23,23,23,23,23,23,21,21,21,21,21,21,21,21,21,21,21,21,21,19,19,19,19,24,40,44,44,44,43,43,43,43,43,43,43,43,43,43,44,44,44,44,41,42,42,42,42,42,41,39,39,40,40,40,39,37,38,38,37,36,34,33,35,37,35,36,36,36,35,37,37,37,37,37,42,41,41,43,44,43,43,46,46,45,44,43,44,43,43,40,43,43,41,41,42,42,43,42,43,42,39,38,39,38,39,38,32,31,33,32,32,27,26,29,28,26,28,27,26,25,24,24,25
"403",3135,37,38,38,37,38,37,36,38,38,38,38,37,36,34,34,35,35,35,35,37,38,38,37,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,37,37,37,36,36,36,36,34,33,33,30,29,25,23,22,17,14,11,5,4,3,4,1,0,1,1,0,0,0,0,15,16,17,18,18,18,17,17,18,20,20,22,22,22,22,23,21,21,19,20,21,19,19,19,18,20,20,19,20,20,20,21,21,25,26,27,27,30,32,30,34,33,32,35,36,37,38,38,38,39,39,39,38,37,37,38
"404",3136,8,2,2,1,1,1,1,1,1,1,1,1,2,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4,4,4,5,5,8,8,9,13,14,15,16,19,18,18,21,23,24,25,21,21,20,21,25,25,24,25,26,24,23,23,26,26,26,25,25,25,26,29,30,30,30,30,30,30,29,28,27,28,26,26,26,28,27,31,31,30,28,28,27,28,29,29,29,29,29,28,27,25,21,17,16,16,16,15
"405",3137,2,2,2,1,1,0,0,0,13,13,14,14,14,14,14,15,15,15,15,15,15,14,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,17,17,16,18,16,16,15,16,18,18,17,17,19,21,21,20,20,20,21,21,21,20,17,18,19,19,21,21,21,9,8,9,13,14,13,8,7,9,7,12,15,13,11,12,10,9,3,6,4,5,12,9,9,8,5,4,4,0,0,0,1,1,1,2,3,3,5,3,4,6,5,7,8,7,8,7,9,8,10
"406",3139,35,35,35,36,35,37,37,37,36,37,38,38,40,40,40,39,39,39,39,38,37,37,34,34,34,34,34,34,34,34,34,35,36,36,36,36,36,36,36,36,36,36,36,38,39,41,41,41,41,41,41,41,41,41,41,41,41,41,41,42,42,42,42,42,43,43,42,42,42,40,40,37,35,36,35,33,32,34,33,33,33,33,32,31,31,28,29,29,29,29,29,29,30,30,29,29,28,27,27,28,29,27,27,27,23,24,23,24,23,22,21,22,20,20,23,24,24,24,24,24,24,24,24,24,23,24,24,20,20,22,25,26,29,29,31,32,31,31,33,37,37,37,38,39,39
"407",3140,53,53,54,54,54,54,54,54,54,54,54,49,51,51,50,51,51,51,53,53,52,53,53,53,53,53,53,52,53,53,53,53,53,53,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,52,51,50,50,49,45,47,44,41,40,37,37,34,29,20,15,13,12,12,6,9,6,7,7,5,3,3,4,3,4,3,3,2,3,3,1,1,1,1,1,2,2,2,1,2,2,2,4,3,4,4,4,5,10,12,11,12,11,12,11,11,13,12,14,15,15,16,18,8,27,31,34,33,36,46,49,54,54,54,54,53,53,54
"408",3141,31,29,29,32,32,32,32,36,37,39,41,42,42,42,44,44,45,46,47,46,45,45,52,53,53,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,55,53,51,47,48,22,28,7,3,8,5,9,7,10,8,6,9,5,4,4,4,6,7,8,7,7,7,4,5,3,3,4,6,7,7,6,4,1,2,4,5,6,5,4,4,5,4,5,4,4,5,4,2,1,1,4,1,1,0,1,0,0,1,0,0,1,0,1,1,1,3,4,2,2,3,6,4
"409",3142,35,37,35,35,35,37,38,40,38,38,38,37,37,37,38,38,39,39,39,39,39,41,42,43,44,46,47,47,48,49,49,50,50,50,50,50,50,50,50,50,50,50,49,47,47,47,47,47,47,47,47,47,46,46,46,46,45,45,45,43,44,44,46,44,43,44,42,44,45,45,42,42,42,42,40,40,39,37,32,27,25,24,23,23,21,19,19,16,14,13,11,10,11,11,8,11,10,10,10,8,9,6,6,6,6,6,5,4,5,4,4,4,5,6,0,0,0,1,3,5,7,7,7,6,9,9,12,13,13,16,15,19,16,15,17,15,19,19,20,19,17,17,19,17,17
"410",3143,3,11,16,17,17,17,17,17,18,18,19,20,21,23,23,23,23,23,23,23,23,23,23,25,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,31,31,31,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,31,31,32,32,33,33,32,34,33,32,32,31,31,30,30,29,29,29,27,28,29,30,30,30,32,36,35,35,39,40,39,38,39,38,36,35,35,36,35,34,38,38,37,39,39,37,38,37,39,39,37,34,29,26,23,26,21,21,18,16,20,15,12,11,13,9,11,12,12,12,13,15,14,14,15,12,12
"411",3144,44,44,44,43,45,45,45,45,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,42,39,39,39,38,36,29,29,29,30,29,30,29,28,27,28,28,28,29,29,29,31,32,31,31,32,31,31,31,30,30,30,29,27,29,28,25,27,28,29,29,27,26,26,25,24,24,23,24,25,25,25,25,25,25,25,27,27,28,29,28,30,32,31,30,29,30,30,29,32,39,40,43,44,45,46
"412",3145,56,56,55,55,54,53,54,53,55,56,57,57,57,56,57,57,57,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,56,56,56,55,53,53,53,51,50,50,49,48,46,45,43,42,36,30,31,27,25,24,24,21,20,21,20,20,23,23,23,23,22,21,20,21,20,24,23,21,22,24,23,23,26,25,29,28,30,30,26,25,24,23,23,26,23,25,24,28,31,33,33,36,35,35,36,36,35,34,39,41,43,45,45,52,52,57,55,56,57,57,56,56,57,56
"413",3146,43,45,44,45,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,44,45,44,43,42,41,41,41,40,38,37,34,33,34,33,33,32,31,30,28,28,28,28,27,28,29,29,28,27,27,28,28,27,28,29,30,31,27,27,27,27,27,26,28,29,28,28,28,28,27,27,28,29,28,28,28,30,30,30,31,32,32,33,33,35,35,37,36,34,33,36,39,39,37,39,42,44,44,44,44
"414",3147,21,19,19,18,19,21,23,23,22,23,23,22,23,23,22,21,20,20,20,19,20,23,23,23,23,23,23,23,23,23,22,22,22,22,21,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,22,22,22,22,21,20,21,19,17,18,19,17,14,14,13,9,8,7,6,8,8,8,7,7,5,8,6,4,5,5,5,4,3,4,6,5,5,4,3,3,6,6,5,6,9,8,7,8,8,8,9,9,9,12,11,12,10,11,11,10,7,9,8,7,7,8,9,7,8,9,10,16,16,13,15,20,20,21,21,20,19,21,22
"415",3148,31,30,31,31,31,31,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,30,30,30,30,29,29,27,27,26,24,23,23,21,18,15,13,11,9,7,5,5,5,5,5,4,4,5,5,5,6,7,7,8,6,7,7,6,6,5,6,6,6,8,8,10,11,10,10,11,11,10,12,12,13,12,14,14,16,16,16,18,19,19,19,22,23,24,25,28,28,29,29,30,31,31,31,31,31,31,31,31,31,31
"416",3149,25,24,25,25,24,24,25,25,25,25,25,25,24,24,23,23,20,22,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,23,22,22,21,21,20,19,18,16,11,10,7,4,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,17,17,17,17,17,17,17,17,17,17,17,16,17,18,18,19,19,19,19,19,19,19,17,17,16,17,17,16,16,14,14,15,17,17,16,17,17,20,20,21,23,25,25,24,25,25,25,25,25,25,25,25
"417",3150,30,24,26,30,34,44,52,52,52,52,52,52,52,51,51,52,52,52,52,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,50,49,49,49,49,49,48,46,45,43,41,39,39,36,30,24,16,15,9,15,31,39,37,34,32,34,32,32,31,30,29,27,24,23,23,22,21,21,19,17,19,19,18,16,16,15,16,16,15,14,15,16,16,16,16,18,16,16,16,16,17,15,15,14,12,12,13,14,15,14,16,17,18,19,21,18,9,7,7,7,8,14,20,22,28,26,25
"418",3156,36,39,39,39,39,37,38,38,39,39,39,39,37,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,38,38,38,38,37,37,36,38,38,38,38,38,36,36,35,35,26,21,18,19,19,17,15,12,13,15,16,16,17,14,14,15,17,16,17,16,15,16,16,16,14,13,12,11,9,7,7,7,7,6,6,6,5,5,7,9,8,8,6,6,5,4,3,4,6,6,5,4,3,0,1,0,0,0,0,0,1,3,3,9,7,7,9,14,17,19,19
"419",3157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,10,17,17,17,15,13,15,15,15,15,15,15,15,15,16,16,16,13,13,13,13,13,13,13,13,13,14,14,14,13,15,15,15,15,16,17,16,16,16,16,19,18,18,19,17,17,18,18,19,19
"420",3158,11,7,7,6,8,9,7,7,5,3,1,1,1,2,2,1,1,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,27,27,27,27,27,25,24,23,23,23,23,24,25,23,24,23,19,18,19,20,22,20,20,18,19,18,18,19,19,18,17,19,19,18,18,17,17,18,18,20,19,16,21,23,22,21,22,25,27,28,27,26,25,23,20,21,17,17,17,13,14,15,17,21,20,23,24,23,21,22,24,25,27,30,29,29,24,25,24,24,24,23,25,23,20,24
"421",3159,20,22,22,22,22,23,22,22,21,20,20,19,20,18,18,18,20,20,20,19,18,16,16,16,15,15,15,14,14,14,14,14,16,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,28,28,28,28,28,27,27,28,25,24,23,20,19,18,17,13,10,11,10,10,13,11,10,10,9,9,5,4,4,5,4,5,4,4,4,3,3,1,5,4,3,3,6,5,6,9,10,8,8,10,6,8,9,9,9,8,9,8,9,7,6,6,6,5,6,10,10,11,10,12,13,14,17,19,19,21,19,21,20,18,20,20,20,22
"422",3160,14,14,15,15,15,15,15,15,15,15,14,14,14,16,16,19,21,22,22,22,22,25,25,25,25,25,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,23,23,23,23,22,22,21,21,21,21,17,18,15,12,11,11,8,8,5,5,4,4,2,1,0,0,0,11,10,10,14,14,15,15,15,15,19,25,23,14,14,14,13,13,11,14,14,14,12,12,14,16,14,13,10,10,10,8,8,8,8,9,9,9,4,3,2,2,4,5,3,5,7,8,8,7,8,10,12,15,14,14,15,14,14
"423",3161,30,30,30,30,30,30,27,27,27,28,28,29,29,29,28,28,28,28,28,28,28,29,29,29,30,30,31,31,31,30,30,30,30,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,31,31,31,31,31,31,31,31,31,30,30,27,26,26,23,17,15,13,10,9,8,8,8,7,7,8,8,7,8,8,9,9,8,8,9,9,9,9,7,7,7,8,8,8,7,6,6,6,6,6,5,7,9,9,6,6,6,6,6,6,5,5,5,6,5,5,6,7,7,6,8,8,7,9,9,9,9,7,7,8,7,8,6,6,4,4
"424",3163,30,31,31,30,30,30,31,31,32,32,32,34,34,30,30,30,30,30,30,31,31,31,31,31,33,32,32,32,31,31,31,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,31,29,29,32,29,25,24,22,21,22,17,17,15,13,13,13,12,11,12,13,13,16,14,14,14,13,12,8,8,7,6,5,5,5,7,6,7,5,5,7,7,12,12,12,17,16,16,16,17,17,17,15,15,13,13,13,13,14,14,14,15,12,15,17,17,21,23,24,24,25,24,25,24,23,24,25,25,24
"425",3164,47,47,46,47,45,47,46,48,48,46,46,44,47,47,47,45,45,44,43,45,45,46,45,45,45,45,45,45,46,46,46,46,46,46,46,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,44,44,44,44,44,43,42,42,43,43,43,43,42,40,38,37,37,36,34,33,26,24,22,18,12,9,6,6,7,6,4,1,1,2,0,1,0,8,12,11,10,10,9,9,9,9,9,8,8,8,7,12,12,11,12,11,10,10,9,10,8,9,8,7,3,3,4,0,1,0,1,3,3,3,3,10,16,20,23,24,25,29,31,34,34,34,35,38,41,42,41,40,41
"426",3165,29,28,30,30,30,30,30,30,30,31,32,32,32,32,31,31,31,31,29,29,29,28,28,28,28,28,28,28,28,28,31,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,44,42,40,39,37,34,33,31,30,28,27,23,21,19,18,17,15,15,15,13,14,15,20,19,18,16,18,15,15,13,18,22,22,24,24,24,27,31,28,25,27,27,27,27,29,30,30,30,30,29,28,29,24,20,20,21,20,22,19,19,18,19,21,23,23,24,24,26,26,26,26,26,25,25,24,26,26
"427",3166,40,40,39,40,39,38,38,39,39,38,39,40,40,40,40,40,40,40,39,37,37,37,37,37,37,37,37,37,37,37,37,38,38,38,38,38,38,38,38,38,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,38,38,38,38,38,38,38,37,37,37,37,37,37,35,35,35,33,33,32,28,25,22,21,17,15,15,12,8,7,8,5,5,5,6,4,4,4,4,2,2,2,2,3,4,4,4,1,3,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,2,0,3,1,3,3,3,5,5,6,8,14,15,19,21,24,25,27,30,31,30,32,32
"428",3167,41,41,41,42,43,44,45,46,45,46,46,48,46,47,48,50,51,51,48,47,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,46,46,46,46,46,45,45,45,45,45,45,46,46,46,46,47,48,47,43,43,42,40,41,42,41,41,36,36,32,32,30,28,25,25,23,22,21,21,20,20,16,15,13,13,13,11,11,11,8,8,11,5,6,4,5,5,5,5,2,2,1,1,2,2,1,1,2,2,3,3,3,2,1,2,9,8,9,11,7,7,12,14,18,21,19,21,22,23,24,27,26,27,26,26,27
"429",3168,14,16,17,17,18,19,20,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,22,19,18,16,14,8,6,7,5,4,3,3,3,1,0,0,0,0,0,0,2,5,2,2,3,3,0,8,15,14,12,10,10,10,8,8,6,10,14,14,12,12,15,15,13,17,17,17,19,17,15,15,10,8,9,7,5,5,4,5,5,10,13,12,14,19,21,21,23,23,23,23,22,22
"430",3169,54,55,55,53,54,54,54,55,55,56,56,56,57,57,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,56,56,56,55,55,55,55,54,53,52,52,50,49,47,45,40,37,35,30,28,27,27,26,25,24,22,22,23,21,21,22,22,21,21,19,19,18,14,14,15,15,16,15,15,15,16,16,14,14,16,15,15,14,15,16,17,20,19,19,21,20,16,16,17,17,15,18,16,19,21,22,24,25,29,29,28,29,33,38,40,40,42,46,48
"431",3170,33,33,32,34,35,35,34,33,34,35,35,34,35,35,35,33,33,33,33,33,35,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34,32,32,32,31,31,31,31,29,28,25,24,22,21,17,17,14,10,9,7,4,1,11,11,9,6,19,17,16,15,14,12,11,10,10,10,8,5,6,7,6,4,4,3,4,3,10,9,9,8,7,8,8,9,10,11,11,11,12,14,14,13,13,13,14,17,18,20,20,21,21,19,20,18,27,29,32,32,29,30,32,32,33,33,32,33,33,33,33,33
"432",3172,12,12,12,11,11,11,10,9,9,9,9,9,9,9,10,11,11,12,13,13,14,14,14,14,14,14,14,14,18,23,24,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,24,23,22,22,20,17,17,16,14,11,10,9,8,9,18,20,20,18,17,16,18,18,16,16,15,15,11,11,12,12,12,11,11,10,10,11,8,5,6,7,8,8,7,7,7,8,5,5,4,5,4,3,4,4,2,1,0,1,0,3,3,3,3,3,3,4,4,4,9,11,13,15,15,16,19,19,19,19,22,23
"433",3175,28,28,25,23,23,23,23,24,24,24,23,25,25,25,26,28,28,28,28,29,29,29,29,29,28,27,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,28,28,28,27,25,25,24,23,21,18,16,15,12,14,12,10,9,4,1,1,2,2,2,1,1,0,0,14,11,10,9,8,9,9,8,8,8,10,9,8,7,7,7,7,8,7,6,1,1,4,2,1,2,2,3,1,4,7,7,7,5,5,4,6,7,6,6,6,7,6,7,7,6,6,7,11,15,22,23,19,21,25,27,26,27,28,28,28
"434",3176,33,33,33,33,34,35,37,37,38,39,41,41,41,41,41,40,41,40,40,40,40,40,40,40,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,39,40,40,40,39,39,38,38,39,39,39,38,38,36,36,37,36,30,23,19,14,12,11,11,9,7,7,6,8,8,8,8,5,4,5,5,5,5,5,4,6,6,6,7,6,4,4,5,5,5,4,4,2,1,1,2,2,3,3,4,2,2,2,3,4,5,5,4,5,6,5,6,7,7,7,8,10,8,11,15,16,16,16,17,17,17,19,19
"435",3177,51,52,51,50,52,52,52,54,56,59,59,59,58,63,63,62,62,62,62,63,63,63,63,63,63,63,62,63,63,63,63,63,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,61,61,61,61,61,61,61,61,61,61,60,59,59,60,60,58,58,59,59,54,53,49,47,43,41,35,27,22,21,21,32,32,32,30,26,25,23,22,21,20,19,16,18,19,19,19,14,14,14,17,18,31,35,36,39,37,36,35,35,34,32,32,31,33,33,35,31,30,31,31,31,34,31,32,30,30,32,30,31,31,28,27,32,33,38,28,30,34,39,38,44,45,53,52,51,51
"436",3178,50,50,52,52,53,54,54,54,55,55,54,55,55,57,58,58,58,58,58,57,58,58,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57,57,57,57,56,56,55,55,54,52,49,48,44,41,37,36,31,29,23,23,21,20,19,19,18,17,16,16,17,17,18,18,18,18,19,17,17,16,17,17,18,18,18,18,17,17,17,17,16,18,18,18,19,20,21,21,19,20,21,19,20,20,21,22,22,19,19,18,22,23,25,23,25,30,29,28,27,27,25,29,28,28,28,27
"437",3179,12,12,12,12,12,12,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,18,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,19,19,19,19,19,19,19,18
"438",3180,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,4,4,4,4,2,2,1,1,2,1,1,0,0,0,1,1,1,1,3,1,1,3,3,3,1,1,1,3,3,4,4,4,4
"439",3183,10,9,8,8,8,8,7,6,5,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,8,11,8,7,8,11,13,12,16,20,24,25,22,24,28,25,25,24,24,28,29,30,30,30,30,25,25,25,25,26,24,24,24,23,22,22,22,22,22,23,23,26,27,25,25,25,25,25,23,23,21,19,20,20,19,19,19,21,21,21,17,15,11,10,7,4,3,12,11,8,6,5,4,3,3,1,6
"440",3184,6,6,6,7,7,7,8,7,7,7,7,8,8,9,9,9,9,7,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,7,6,6,3,5,7,10,14,13,7,8,8,8,8,8,7,7,7,7,7,7,8,8,9,9,9,9,9,8,8,8,6,6,6,7,7,7,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,7,7,7,7,4,6,6,3,2,1,2,2,1,1,6,4,4,4,4,4,4
